NAME,Team,Pos,S,,,,,,Total Sets,K,,,,,,Tot K,Ave K,E,,,,,,Tot Err,Ave E,TA,,,,,,Tot Att,Ave Att,PCT,,,,,,Ave Hit PCT,A,,,,,,Tot Ass,Ave Ass,SA,,,,,,Tot SA,Ave Ace,SE,,,,,,Tot SE,Ave SE,RE,,,,,,Tot RE,Ave RE,DIG,,,,,,Tot Dig,Ave Dig,BS,,,,,,Tot BS,BA,,,,,,Tot BA,Total Blk,Ave Blk,BE,,,,,,Tot BE,Ave BE,PTS,,,,,,Tot Pts,Ave Pts,Tot Err,,,,,,Ave Err
,,,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,,,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,,,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,,,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,,,Game 1,,Game 3,Game 4,Game 5,Game 6,,,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,,,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,,,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,,,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,,,,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,,,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,,,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,
S. Naber,Marquette,L,3,5,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0.17,2,0,0,0,0,0,2,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.17
N. Ring,Marquette,OH,3,5,4,0,0,0,12,11,16,14,0,0,0,41,3.42,1,8,6,0,0,0,15,1.25,17,34,32,0,0,0,83,6.92,0.588,0.235,0.25,0,0,0,0.089,1,0,1,0,0,0,2,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0.17,1,7,2,0,0,0,10,0.83,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.08,0,0,1,0,0,0,1,0.08,11,16,14.5,0,0,0,41.5,3.46,1,9,8,0,0,0,1.5
A. Studer,Marquette,L,3,5,4,0,0,0,12,0,0,1,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.08,0,0,1,0,0,0,0.083,0,0,1,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,10,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.08,0,0,0,0,0,0,0
M. Daugherty,Marquette,MB,3,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.13,0,1,0,0,0,0,1,0.13,0,-1,0,0,0,0,-0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.13
J. Garrison,Marquette,L,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A. Ames,Texas,MB,3,3,4,0,0,0,10,8,2,8,0,0,0,18,1.8,3,1,1,0,0,0,5,0.5,20,11,13,0,0,0,44,4.4,0.25,0.091,0.538,0,0,0,0.088,1,1,0,0,0,0,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.1,0,1,0,0,0,0,1,5,6,2,0,0,0,13,14,1.4,0,0,0,0,0,0,0,0,10.5,6,9,0,0,0,25.5,2.55,3,1,1,0,0,0,0.5
A. Carlson,Texas,S,3,3,4,0,0,0,10,2,0,0,0,0,0,2,0.2,0,1,0,0,0,0,1,0.1,2,3,0,0,0,0,5,0.5,1,-0.333,0,0,0,0,0.067,38,40,41,0,0,0,119,11.9,1,0,1,0,0,0,2,0.2,2,0,0,0,0,0,2,0.2,0,0,0,0,0,0,0,0,1,4,9,0,0,0,14,1.4,0,0,0,0,0,0,0,1,4,0,0,0,0,5,5,0.5,0,0,0,0,0,0,0,0,3.5,2,1,0,0,0,6.5,0.65,2,1,0,0,0,0,0.3
R. Rutherford,Texas,OPP,3,3,4,0,0,0,10,7,7,5,0,0,0,19,1.9,0,4,4,0,0,0,8,0.8,11,16,12,0,0,0,39,3.9,0.636,0.188,0.083,0,0,0,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0.3,0,0,0,0,0,0,0,4,2,0,0,0,0,6,6,0.6,0,0,0,0,0,0,0,0,9,8,5,0,0,0,22,2.2,0,4,4,0,0,0,0.8
M. Singletary,Texas,MB,3,3,4,0,0,0,10,10,6,11,0,0,0,27,2.7,2,3,2,0,0,0,7,0.7,16,14,23,0,0,0,53,5.3,0.5,0.214,0.391,0,0,0,0.111,0,0,1,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.1,0,1,1,0,0,0,2,0.2,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0.6,0,0,1,0,0,0,1,0.1,11.5,7.5,11,0,0,0,30,3,2,3,4,0,0,0,0.9
M. Skinner,Texas,OH,3,3,4,0,0,0,10,15,23,23,0,0,0,61,6.1,3,6,11,0,0,0,20,2,27,49,62,0,0,0,138,13.8,0.444,0.347,0.194,0,0,0,0.098,2,0,0,0,0,0,2,0.2,0,1,1,0,0,0,2,0.2,1,3,2,0,0,0,6,0.6,0,0,3,0,0,0,3,0.3,11,12,4,0,0,0,27,2.7,1,0,0,0,0,0,1,2,2,0,0,0,0,4,5,0.5,0,0,0,0,0,0,0,0,17,25,24,0,0,0,66,6.6,4,9,16,0,0,0,2.9
J. Wenaas,Texas,OH,3,3,4,0,0,0,10,3,13,4,0,0,0,20,2,0,0,5,0,0,0,5,0.5,15,21,23,0,0,0,59,5.9,0.2,0.619,-0.043,0,0,0,0.078,0,0,3,0,0,0,3,0.3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0.2,0,0,2,0,0,0,2,0.2,13,3,13,0,0,0,29,2.9,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0.2,0,0,0,0,0,0,0,0,3.5,13.5,4,0,0,0,21,2.1,0,2,7,0,0,0,0.9
K. Akana,Texas,L,3,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0.3,3,0,0,0,0,0,3,0.3,1,3,1,0,0,0,5,0.5,0,1,2,0,0,0,3,0.3,3,6,7,0,0,0,16,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0.3,1,4,3,0,0,0,0.8
R. Binney,Texas,S,3,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.1,1,1,0,0,0,0,2,0.2,1,0,1,0,0,0,2,0.2,0,0,0,0,0,0,0,0,5,4,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0.2,1,0,1,0,0,0,0.2
R. Emerick,Texas,L,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,4,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.14,0,0,0,0,0,0,0
E. Halter,Texas,L,3,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.1,0,0,1,0,0,0,1,0.1,0,0,-1,0,0,0,-0.1,1,6,4,0,0,0,11,1.1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,4,0.4,0,0,0,0,0,0,0,0,10,12,16,0,0,0,38,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0.5
D. Kahahawai,Texas,OH,0,0,4,0,0,0,4,0,0,4,0,0,0,4,1,0,0,2,0,0,0,2,0.5,0,0,11,0,0,0,11,2.75,0,0,0.182,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0.5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,1.25,0,0,2,0,0,0,0.5
E. Swindle,Texas,S,3,0,4,0,0,0,7,1,0,0,0,0,0,1,0.14,2,0,0,0,0,0,2,0.29,3,0,2,0,0,0,5,0.71,-0.333,0,0,0,0,0,-0.048,3,0,2,0,0,0,5,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0.29,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,2.5,0.36,2,0,0,0,0,0,0.29
I. Cosokpalla,Texas A&M,MB,4,4,5,0,0,0,13,6,6,8,0,0,0,20,1.54,1,2,1,0,0,0,4,0.31,14,15,18,0,0,0,47,3.62,0.357,0.267,0.389,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,0,0,0,9,0.69,0,0,3,0,0,0,3,2,6,7,0,0,0,15,18,1.38,1,0,1,0,0,0,2,0.15,7,9,14.5,0,0,0,30.5,2.35,2,2,2,0,0,0,0.46
E. Hellmuth,Texas A&M,OH,4,4,5,0,0,0,13,11,20,14,0,0,0,45,3.46,8,12,14,0,0,0,34,2.62,30,48,55,0,0,0,133,10.23,0.1,0.167,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0.23,2,3,2,0,0,0,7,0.54,4,0,4,0,0,0,8,0.62,6,13,10,0,0,0,29,2.23,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3,0.23,0,1,0,0,0,0,1,0.08,11.5,21,17,0,0,0,49.5,3.81,14,16,20,0,0,0,3.85
L. Lednicky,Texas A&M,OPP,4,4,5,0,0,0,13,23,27,23,0,0,0,73,5.62,8,3,7,0,0,0,18,1.38,54,48,59,0,0,0,161,12.38,0.278,0.5,0.271,0,0,0,0.081,1,0,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,18,0,0,0,34,2.62,1,0,0,0,0,0,1,2,6,7,0,0,0,15,16,1.23,0,0,0,0,0,0,0,0,25,30,26.5,0,0,0,81.5,6.27,8,3,7,0,0,0,1.38
M. Perkins,Texas A&M,MB,4,4,5,0,0,0,13,4,6,13,0,0,0,23,1.77,2,1,0,0,0,0,3,0.23,14,17,23,0,0,0,54,4.15,0.143,0.294,0.565,0,0,0,0.077,0,1,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,3,1,3,0,0,0,7,0.54,0,0,0,0,0,0,0,4,2,3,0,0,0,9,9,0.69,0,0,0,0,0,0,0,0,6,7,14.5,0,0,0,27.5,2.12,2,2,0,0,0,0,0.31
E. Stinson,Texas A&M,L,4,4,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.08,2,2,1,0,0,0,5,0.38,1,2,0,0,0,0,3,0.23,12,13,8,0,0,0,33,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.08,3,4,1,0,0,0,0.62
M. Waak,Texas A&M,S,4,4,5,0,0,0,13,1,0,2,0,0,0,3,0.23,0,1,0,0,0,0,1,0.08,5,2,6,0,0,0,13,1,0.2,-0.5,0.333,0,0,0,0.003,44,59,56,0,0,0,159,12.23,1,1,0,0,0,0,2,0.15,1,2,1,0,0,0,4,0.31,0,0,0,0,0,0,0,0,6,8,8,0,0,0,22,1.69,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0.15,0,0,0,0,0,0,0,0,2,1.5,2.5,0,0,0,6,0.46,1,3,1,0,0,0,0.38
T. Humphrey,Texas A&M,OH,4,4,5,0,0,0,13,10,6,8,0,0,0,24,1.85,4,3,4,0,0,0,11,0.85,28,12,26,0,0,0,66,5.08,0.214,0.25,0.154,0,0,0,0.048,1,0,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0.15,1,0,0,0,0,0,1,0.08,6,1,3,0,0,0,10,0.77,0,0,0,0,0,0,0,3,1,2,0,0,0,6,6,0.46,0,0,0,0,0,0,0,0,11.5,6.5,9,0,0,0,27,2.08,5,5,4,0,0,0,1.08
M. Manning,Texas A&M,S,4,4,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,6,0.46,1,3,2,0,0,0,6,0.46,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,6,0.46,1,3,2,0,0,0,0.46
T. Thomas,Texas A&M,L,4,4,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0.31,0,1,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0.31,0,1,0,0,0,0,0.08
A. Underwood,Texas A&M,L,4,4,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,10,0.77,0,1,0,0,0,0,1,0.08,1,0,2,0,0,0,3,0.23,1,0,0,0,0,0,1,0.08,12,16,17,0,0,0,45,3.46,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.08,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,1.5,0.12,2,0,2,0,0,0,0.31
I. Lopuyo,Texas A&M,OPP,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L. Almodovar,Dayton,OH,4,5,4,0,0,0,13,22,34,20,0,0,0,76,5.85,10,13,11,0,0,0,34,2.62,61,77,68,0,0,0,206,15.85,0.197,0.273,0.132,0,0,0,0.046,0,1,0,0,0,0,1,0.08,4,2,0,0,0,0,6,0.46,2,4,4,0,0,0,10,0.77,0,1,2,0,0,0,3,0.23,13,8,7,0,0,0,28,2.15,0,0,0,0,0,0,0,1,2,1,0,0,0,4,4,0.31,0,0,0,0,0,0,0,0,26.5,37,20.5,0,0,0,84,6.46,12,18,17,0,0,0,3.62
A. Miller,Dayton,S,4,5,4,0,0,0,13,5,3,1,0,0,0,9,0.69,0,0,1,0,0,0,1,0.08,12,7,5,0,0,0,24,1.85,0.417,0.429,0,0,0,0,0.065,38,51,21,0,0,0,110,8.46,0,1,0,0,0,0,1,0.08,1,2,3,0,0,0,6,0.46,0,0,0,0,0,0,0,0,6,7,5,0,0,0,18,1.38,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0.15,0,0,0,0,0,0,0,0,5.5,4.5,1,0,0,0,11,0.85,1,2,4,0,0,0,0.54
L. Sarkissian,Dayton,MB,4,5,4,0,0,0,13,8,17,8,0,0,0,33,2.54,2,2,3,0,0,0,7,0.54,16,30,22,0,0,0,68,5.23,0.375,0.5,0.227,0,0,0,0.085,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0.15,1,1,2,0,0,0,4,0.31,0,0,0,0,0,0,0,0,3,3,3,0,0,0,9,0.69,0,2,0,0,0,0,2,2,2,3,0,0,0,7,9,0.69,0,0,0,0,0,0,0,0,10,21,9.5,0,0,0,40.5,3.12,3,3,5,0,0,0,0.85
A. Williams,Dayton,MB,4,5,4,0,0,0,13,2,3,0,0,0,0,5,0.38,1,1,1,0,0,0,3,0.23,7,9,1,0,0,0,17,1.31,0.143,0.222,-1,0,0,0,-0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,7,0.54,0,0,0,0,0,0,0,1,1,1,0,0,0,3,3,0.23,1,0,0,0,0,0,1,0.08,2.5,3.5,0.5,0,0,0,6.5,0.5,2,1,1,0,0,0,0.31
A. Yates,Dayton,MB,4,5,4,0,0,0,13,3,1,5,0,0,0,9,0.69,0,2,1,0,0,0,3,0.23,6,8,14,0,0,0,28,2.15,0.5,-0.125,0.286,0,0,0,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.08,0,1,0,0,0,0,1,0.08,1,0,0,0,0,0,1,1,4,5,0,0,0,10,11,0.85,0,0,2,0,0,0,2,0.15,4.5,3,7.5,0,0,0,15,1.15,0,3,3,0,0,0,0.46
E. Young,Dayton,L,4,5,4,0,0,0,13,1,0,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.08,1,0,0,0,0,0,0.077,0,0,0,0,0,0,0,0,4,1,2,0,0,0,7,0.54,1,2,0,0,0,0,3,0.23,2,2,0,0,0,0,4,0.31,6,5,4,0,0,0,15,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,8,0.62,3,4,0,0,0,0,0.54
G. Arroyo,Dayton,L,4,5,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0.15,0,3,2,0,0,0,5,0.38,1,2,1,0,0,0,4,0.31,0,2,2,0,0,0,4,0.31,9,14,9,0,0,0,32,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,5,0.38,1,4,3,0,0,0,0.62
K. Kaminski,Dayton,L,4,5,4,0,0,0,13,1,0,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0.23,1,0,0,0,0,0,0.077,4,13,8,0,0,0,25,1.92,2,2,0,0,0,0,4,0.31,1,1,2,0,0,0,4,0.31,1,0,3,0,0,0,4,0.31,15,22,16,0,0,0,53,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,5,0.38,2,1,5,0,0,0,0.62
A. Larkin,Dayton,S,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,1.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0.75,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.25,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0.13,0,0,1,0,0,0,0.25
K. Mcneel,Dayton,OH,0,5,4,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.11,0,3,0,0,0,0,3,0.33,0,-0.333,0,0,0,0,-0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.11
T. Russel,Dayton,OH,0,5,4,0,0,0,9,0,0,2,0,0,0,2,0.22,0,2,2,0,0,0,4,0.44,0,4,16,0,0,0,20,2.22,0,-0.5,0,0,0,0,-0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0.33,0,0,1,0,0,0,1,0.11,0,0,3.5,0,0,0,3.5,0.39,0,2,3,0,0,0,0.56
B. Smith,Dayton,OH,4,5,4,0,0,0,13,11,14,3,0,0,0,28,2.15,1,4,7,0,0,0,12,0.92,21,31,22,0,0,0,74,5.69,0.476,0.323,-0.182,0,0,0,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,6,0.46,0,0,0,0,0,0,0,0,2,2,0,0,0,4,4,0.31,1,0,1,0,0,0,2,0.15,11,15,4,0,0,0,30,2.31,2,4,8,0,0,0,1.08
J. Auguste,Florida,MB,3,5,4,0,0,0,12,6,15,11,0,0,0,32,2.67,0,4,4,0,0,0,8,0.67,8,25,17,0,0,0,50,4.17,0.75,0.44,0.412,0,0,0,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.08,0,0,0,0,0,0,0,7,6,2,0,0,0,15,15,1.25,1,2,0,0,0,0,3,0.25,9.5,18,12,0,0,0,39.5,3.29,1,6,4,0,0,0,0.92
E. Canaan,Florida,L,3,5,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0.25,1,2,0,0,0,0,3,0.25,3,3,1,0,0,0,7,0.58,0,1,0,0,0,0,1,0.08,2,9,1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0.25,3,4,1,0,0,0,0.67
I. Martin,Florida,OH,3,5,4,0,0,0,12,7,18,8,0,0,0,33,2.75,0,5,2,0,0,0,7,0.58,19,36,27,0,0,0,82,6.83,0.368,0.361,0.222,0,0,0,0.079,2,2,0,0,0,0,4,0.33,4,1,0,0,0,0,5,0.42,0,1,1,0,0,0,2,0.17,0,2,1,0,0,0,3,0.25,7,7,7,0,0,0,21,1.75,0,0,2,0,0,0,2,1,2,1,0,0,0,4,6,0.5,0,1,2,0,0,0,3,0.25,11.5,20,10.5,0,0,0,42,3.5,0,9,6,0,0,0,1.25
K. Martin,Florida,OH,3,5,4,0,0,0,12,18,33,21,0,0,0,72,6,7,11,5,0,0,0,23,1.92,34,71,50,0,0,0,155,12.92,0.324,0.31,0.32,0,0,0,0.079,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0.17,1,2,1,0,0,0,4,0.33,0,0,1,0,0,0,1,0.08,3,4,6,0,0,0,13,1.08,1,0,2,0,0,0,3,4,3,3,0,0,0,10,13,1.08,0,1,0,0,0,0,1,0.08,22,35.5,24.5,0,0,0,82,6.83,8,14,7,0,0,0,2.42
A. Stucky,Florida,S,0,5,4,0,0,0,9,0,1,1,0,0,0,2,0.22,0,0,1,0,0,0,1,0.11,0,5,5,0,0,0,10,1.11,0,0.2,0,0,0,0,0.022,0,40,37,0,0,0,77,8.56,0,2,0,0,0,0,2,0.22,0,0,1,0,0,0,1,0.11,0,0,0,0,0,0,0,0,0,7,11,0,0,0,18,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,2,0.22,0,1,0,0,0,0,1,0.11,0,3.5,2,0,0,0,5.5,0.61,0,1,2,0,0,0,0.33
A. Thomas,Florida,MB,3,5,4,0,0,0,12,3,1,4,0,0,0,8,0.67,1,4,1,0,0,0,6,0.5,8,6,8,0,0,0,22,1.83,0.25,-0.5,0.375,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.08,0,0,0,0,0,0,0,2,1,2,0,0,0,5,5,0.42,1,0,1,0,0,0,2,0.17,4,1.5,5,0,0,0,10.5,0.88,2,4,2,0,0,0,0.67
T. Adams,Florida,L,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A. Fitzpatrick,Florida,OH,3,5,4,0,0,0,12,6,8,6,0,0,0,20,1.67,3,5,4,0,0,0,12,1,17,27,25,0,0,0,69,5.75,0.176,0.111,0.08,0,0,0,0.031,1,0,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0.25,0,3,4,0,0,0,7,0.58,0,1,0,0,0,0,1,1,5,1,0,0,0,7,8,0.67,1,1,0,0,0,0,2,0.17,6.5,11.5,6.5,0,0,0,24.5,2.04,4,7,6,0,0,0,1.42
